id,weighted_cosine,fc_sim,bn_sim,logit_corr,agreement,noise_logit,loss_corr
249,0.2575357,-0.14401269,0.18744275,0.53211856,0.39990234375,0.53418636,0.22587857868365765
250,0.5432168,0.4363536,0.37134594,0.8604449,0.76220703125,0.4119239,0.30937534735503625
251,0.25727132,-0.052431762,0.13808703,0.45880327,0.33984375,0.43258655,0.22494778209665953
252,0.24997051,-0.028917015,0.0978249,0.33999714,0.1533203125,0.15526678,0.07147418388451313
253,0.54545313,0.436341,0.47430074,0.87894505,0.79736328125,0.43930912,0.3686079859193629
254,0.6000464,0.502099,0.7476038,1.0,1.0,0.99999994,0.9999999989403617
255,0.33062243,-0.09126109,0.345714,0.6618408,0.591796875,0.52651525,0.3034349707432672
256,0.4699968,0.22359204,0.5154991,0.79165757,0.8017578125,0.47533834,0.11540270370432873
257,0.35449082,-0.03513041,0.39852494,0.831956,0.67822265625,0.64162904,0.41637759913375955
258,0.51437384,0.35524288,0.39656585,0.80886424,0.76171875,0.5003703,0.27833495130822855
259,0.9180268,0.795067,1.0,0.99530023,0.9736328125,0.9929274,0.9792304646071975
260,0.29768366,0.04400581,0.12354681,0.47534913,0.18115234375,0.56230557,0.06872584234095915
261,0.9910842,0.99525243,0.99591255,0.9553317,0.8447265625,0.9073578,0.5898861274971011
262,0.87909675,0.8067255,0.8202568,0.7761998,0.67041015625,0.55949837,0.25474401641784333
263,0.4197793,0.14032915,0.3744082,0.84730065,0.79052734375,0.58267856,0.43049327077946353
264,0.3241241,-0.0334329,0.23962796,0.7975634,0.6865234375,0.57569605,0.3377901219462111
265,0.5438018,0.43548936,0.3974606,0.87900746,0.791015625,0.44723573,0.38085254867421736
266,0.36090252,-0.016825974,0.39869612,0.5679151,0.498046875,0.41853577,0.28310410659358337
267,0.53993124,0.42553723,0.541236,0.8771844,0.7861328125,0.54995495,0.3799890446759928
268,0.33917943,-0.055094898,0.31921244,0.7400705,0.787109375,0.38125688,0.19580887440588737
269,0.36094844,0.006600976,0.28582016,0.43832386,0.34130859375,0.3892367,0.20004921653904603
270,0.47414845,0.27610347,0.32505125,0.820807,0.701171875,0.62384117,0.19674252798622438
271,0.5440242,0.4384311,0.34478632,0.8782501,0.78076171875,0.5121338,0.3535339272221744
272,0.53400505,0.41372794,0.37459368,0.8769343,0.78857421875,0.5756349,0.35084030749750833
273,0.9948193,0.9963095,0.99733484,0.9689459,0.85400390625,0.9523272,0.59762994651904
274,0.35455945,-0.010919571,0.34738216,0.8100807,0.603515625,0.7504383,0.30310289666370843
275,0.59855896,0.5011003,0.74332035,1.0,1.0,1.0,0.9999999992052715
276,0.99901617,0.998854,0.99977756,0.9855515,0.9130859375,0.9673833,0.7896933594949633
277,0.37807915,0.024653137,0.4059985,0.5792869,0.50537109375,0.43020093,0.28732333579857317
278,0.33728108,-0.046518505,0.2869988,0.4438203,0.35546875,0.36265498,0.21183923846036504
279,0.5362204,0.42051,0.36586747,0.86640996,0.77978515625,0.476148,0.26709632684190887
280,0.20429762,-0.12319577,0.10502413,0.09587854,0.0478515625,0.32075855,0.029494844844908743
281,0.36468002,-0.0079449415,0.41088325,0.8344996,0.6455078125,0.715233,0.3342245534575525
282,0.51903176,0.38848522,0.358596,0.83387834,0.7060546875,0.73665243,0.06903619211819052
283,0.60871184,0.29021013,0.620907,0.6852812,0.6044921875,0.62460357,0.32397332504077275
284,0.34586275,0.023972899,0.25099343,0.7140533,0.47412109375,0.7259323,0.24786709328396783
285,0.35374707,-0.025978059,0.4030574,0.85012305,0.6748046875,0.7919956,0.3527935297861547
286,0.3634711,-0.01833278,0.4024111,0.80708265,0.63134765625,0.74142617,0.35307473173707826
287,0.33872378,-0.051926315,0.30027807,0.45982635,0.36279296875,0.3873855,0.21820172229106888
288,0.54048,0.4273132,0.40583652,0.87793434,0.806640625,0.45866632,0.40314982836534086
289,0.5389751,0.42685452,0.4026717,0.86136067,0.76708984375,0.5744932,0.32328785096348517
